Query	Reference	Cosine_sim
Signature.B	SBS136	0.44329927096262
Signature.B	SBS137	0.642885379252385
Signature.B	SBS138	0.252306712075096
Signature.B	SBS139	0.379151860870816
Signature.B	SBS140	0.389022467171994
Signature.B	SBS141	0.252287543085217
Signature.B	SBS142	0.283950995479132
Signature.B	SBS143	0.286136843490685
Signature.B	SBS144	0.345581925704994
Signature.B	SBS145	0.264847858360675
Signature.B	SBS146	0.271635707816079
Signature.B	SBS147	0.456866466775744
Signature.B	SBS148	0.179074217838995
Signature.B	SBS149	0.22538205261154
Signature.B	SBS150	0.360715844249212
Signature.B	SBS151	0.165635983472999
Signature.B	SBS152	0.371760099519063
Signature.B	SBS153	0.363987200074665
Signature.B	SBS154	0.516248792474028
Signature.B	SBS155	0.660829875058309
Signature.B	SBS156	0.392174981449893
Signature.B	SBS157	0.425639010270893
Signature.B	SBS158	0.674710986529961
Signature.B	SBS159	0.467783889732007
Signature.B	SBS160	0.523460084487581
Signature.B	SBS161	0.777016675576394
Signature.B	SBS162	0.268174573920173
Signature.B	SBS163	0.274352975976596
Signature.B	SBS164	0.474588896240093
Signature.B	SBS165	0.546670599936969
Signature.B	SBS166	0.521479720099266
Signature.B	SBS167	0.463598835174458
Signature.B	SBS168	0.406548767904642
Signature.B	SBS169	0.264433112521021
Signature.C	SBS1	0.506208344248239
Signature.C	SBS2	0.223292264578775
Signature.C	SBS3	0.742294798231046
Signature.C	SBS4	0.583540448869433
Signature.C	SBS5	0.765345758859206
Signature.C	SBS6	0.510611462681202
Signature.C	SBS7a	0.253902809417183
Signature.C	SBS7c	0.28058788303486
Signature.C	SBS8	0.691807723932123
Signature.C	SBS9	0.496411871692099
Signature.C	SBS10a	0.239438470650249
Signature.C	SBS10d	0.280277480481697
Signature.C	SBS11	0.277800271529336
Signature.C	SBS12	0.548756079988651
Signature.C	SBS13	0.275628904783542
Signature.C	SBS14	0.517712940814839
Signature.C	SBS15	0.376474274930577
Signature.C	SBS16	0.534538049098903
Signature.C	SBS17	0.446933520940812
Signature.C	SBS17a	0.486242298724465
Signature.C	SBS18	0.519274605509735
Signature.C	SBS19	0.280268180430266
Signature.C	SBS20	0.496692906315684
Signature.C	SBS22	0.351621245092409
Signature.C	SBS23	0.505831308871031
Signature.C	SBS24	0.480578008239142
Signature.C	SBS26	0.573920910225074
Signature.C	SBS28	0.526431983005687
Signature.C	SBS30	0.403605417017215
Signature.C	SBS31	0.424419533982533
Signature.C	SBS32	0.410076501264238
Signature.C	SBS33	0.394514213428139
Signature.C	SBS35	0.644275725994279
Signature.C	SBS38	0.299823512290494
