Query	Reference	Cosine_sim
Signature.D	SBS24	0.433142163206655
Signature.D	SBS25	0.692612707754612
Signature.D	SBS26	0.552948034097747
Signature.D	SBS27	0.201656084470379
Signature.D	SBS28	0.179330264874653
Signature.D	SBS29	0.410095406410053
Signature.D	SBS30	0.325171959301441
Signature.D	SBS31	0.377538340646004
Signature.D	SBS32	0.339127165983886
Signature.D	SBS33	0.340011795135384
Signature.D	SBS34	0.146706752806622
Signature.D	SBS35	0.43791601409867
Signature.D	SBS36	0.281107425603511
Signature.D	SBS37	0.633811404498734
Signature.D	SBS38	0.210673474767864
Signature.D	SBS39	0.717996075747943
Signature.D	SBS40a	0.649413586726475
Signature.D	SBS40b	0.71478613548224
Signature.D	SBS40c	0.770177125923791
Signature.D	SBS41	0.47087858485253
Signature.D	SBS42	0.396765826015202
Signature.D	SBS43	0.358357425591943
Signature.D	SBS44	0.434538184402491
Signature.D	SBS45	0.241778546079781
Signature.D	SBS46	0.609931954862438
Signature.D	SBS47	0.273119901941729
Signature.D	SBS48	0.123905910307044
Signature.D	SBS49	0.157124038432558
Signature.D	SBS50	0.352446233439559
Signature.D	SBS51	0.392762118826159
Signature.D	SBS52	0.147002095667551
Signature.D	SBS53	0.275957019047646
Signature.D	SBS54	0.392120368817818
Signature.D	SBS55	0.328552796506843
Signature.D	SBS56	0.154751109953957
Signature.D	SBS57	0.391081155261059
Signature.D	SBS58	0.370938340309688
Signature.D	SBS59	0.20162298120397
Signature.D	SBS60	0.174978274727668
Signature.D	SBS84	0.338311641526432
Signature.D	SBS85	0.438888523038132
Signature.D	SBS86	0.463173154199247
Signature.D	SBS87	0.423150645702508
Signature.D	SBS88	0.403373288056394
Signature.D	SBS89	0.684298163639367
Signature.D	SBS90	0.146910334659077
Signature.D	SBS91	0.163396608361606
Signature.D	SBS92	0.626849878946486
Signature.D	SBS93	0.573325684187218
Signature.D	SBS94	0.60632455677449
Signature.D	SBS95	0.49389626006657
Signature.D	SBS96	0.65989042162645
Signature.D	SBS97	0.24922289442739
Signature.D	SBS98	0.528314579782557
Signature.D	SBS99	0.467777624634757
